review_id,cluster_k2,Sentiment,region,dist_to_own_centroid,margin,n_words
bn_0293,0,1,A_organic,0.71561617,0.13172305,9
bn_0295,1,1,A_organic,0.8358642,0.035048842,7
bn_0296,0,1,A_organic,0.74214745,0.09569126,3
bn_0298,0,1,A_organic,0.73655087,0.13302743,27
bn_0299,0,1,A_organic,0.62208027,0.19713986,8
bn_0300,0,1,A_organic,0.7429822,0.07498598,5
bn_0301,0,1,A_organic,0.76756126,0.09821397,26
bn_0302,0,1,A_organic,0.75192857,0.13341385,10
bn_0303,0,1,A_organic,0.8732707,0.02943623,21
bn_0304,1,1,A_organic,0.89554673,0.03336644,38
bn_0305,0,1,A_organic,0.7776239,0.08234906,8
bn_0306,1,1,A_organic,0.77223796,0.008087099,8
bn_0307,0,1,A_organic,0.8178643,0.03648895,18
bn_0308,1,1,A_organic,0.9269778,0.017456174,9
bn_0309,0,1,A_organic,0.7564702,0.07716805,30
bn_0310,0,1,A_organic,0.7726192,0.082547545,14
bn_0311,0,1,A_organic,0.78411317,0.07480663,30
bn_0312,0,1,A_organic,0.7048419,0.114807606,20
bn_0313,1,1,A_organic,0.889166,0.044070005,18
bn_0314,0,1,A_organic,0.7255844,0.09324545,12
bn_0315,0,1,A_organic,0.745126,0.074736714,11
bn_0316,0,1,A_organic,0.7935917,0.069695115,7
bn_0317,0,1,A_organic,0.8565599,0.018372774,25
bn_0318,0,1,A_organic,0.76888496,0.1021803,12
bn_0319,1,1,A_organic,0.8546688,0.026376009,7
bn_0320,0,1,A_organic,0.6863717,0.1355719,26
bn_0321,1,1,A_organic,0.86605793,0.036104262,9
bn_0322,1,1,A_organic,0.87910295,0.034752905,6
bn_0323,0,1,A_organic,0.77457136,0.10052854,17
bn_0324,0,1,A_organic,0.7492338,0.047870576,8
bn_0325,0,1,A_organic,0.7741216,0.079336405,10
bn_0326,0,1,A_organic,0.73241776,0.07517856,12
bn_0327,0,1,A_organic,0.66536534,0.07676613,7
bn_0328,0,1,A_organic,0.76429343,0.06837952,17
bn_0329,1,1,A_organic,0.82288986,0.007886827,17
bn_0330,1,1,A_organic,0.9973143,0.07102507,6
bn_0331,0,1,A_organic,0.690446,0.13113838,12
bn_0332,0,1,A_organic,0.72272605,0.075223625,6
bn_0333,0,1,A_organic,0.8805307,0.011190057,15
bn_0334,0,1,A_organic,0.8094969,0.06913561,6
bn_0335,1,1,A_organic,0.86820096,0.009659469,4
bn_0336,0,1,A_organic,0.7538064,0.09992123,22
bn_0337,0,1,A_organic,0.6944801,0.09624648,7
bn_0338,0,1,A_organic,0.77713776,0.05720043,12
bn_0339,0,1,A_organic,0.73047316,0.09572369,3
bn_0340,0,1,A_organic,0.7916037,0.08813137,19
bn_0341,0,1,A_organic,0.77908623,0.043705285,4
bn_0342,0,1,A_organic,0.727575,0.11142182,9
bn_0343,0,1,A_organic,0.8076447,0.084239304,6
bn_0344,0,1,A_organic,0.8376364,0.019549012,4
bn_0345,0,1,A_organic,0.8166552,0.042544484,8
bn_0346,1,1,A_organic,0.85647476,0.0037789345,11
bn_0347,1,1,A_organic,0.85348344,0.03509736,23
bn_0348,0,1,A_organic,0.7584359,0.13523889,25
bn_0349,0,1,A_organic,0.83733493,0.030072391,14
bn_0350,0,1,A_organic,0.6635236,0.14841324,11
bn_0351,0,1,A_organic,0.7167363,0.14816397,5
bn_0352,0,1,A_organic,0.60900176,0.17963117,10
bn_0353,0,1,A_organic,0.8208635,0.04940492,9
bn_0354,0,1,A_organic,0.7813634,0.062496483,35
bn_0355,0,1,A_organic,0.6854986,0.15278262,21
bn_0356,0,1,A_organic,0.786539,0.076254964,3
bn_0357,0,1,A_organic,0.6046048,0.19271517,11
bn_0358,1,1,A_organic,0.8287992,0.069392025,8
bn_0359,1,1,A_organic,0.9188829,0.062622964,19
bn_0360,1,1,A_organic,0.8969638,0.068561494,12
bn_0361,1,1,A_organic,0.9049264,0.03327942,7
bn_0362,1,1,A_organic,0.8355788,0.052215815,12
bn_0363,0,1,A_organic,0.75729346,0.059907556,5
bn_0364,0,1,A_organic,0.8567813,0.04059881,23
bn_0365,1,1,A_organic,0.89114136,0.015520811,8
bn_0366,0,1,A_organic,0.5962523,0.15280527,4
bn_0367,0,1,A_organic,0.89860564,0.005338192,12
bn_0368,0,1,A_organic,0.7774662,0.03829354,3
bn_0369,0,1,A_organic,0.72187084,0.028251767,10
bn_0370,0,1,A_organic,0.6578911,0.17589098,7
bn_0371,1,1,A_organic,0.9279253,0.020768166,14
bn_0372,0,1,A_organic,0.85888076,0.045372963,8
bn_0373,0,1,A_organic,0.73455435,0.119841754,17
bn_0374,0,1,A_organic,0.74830353,0.04487437,12
bn_0375,0,1,A_organic,0.76382774,0.06865597,16
bn_0376,0,1,A_organic,0.75544006,0.06070721,10
bn_0377,0,1,A_organic,0.8018501,0.055124342,6
bn_0378,1,1,A_organic,0.9301735,0.0470953,6
bn_0379,1,1,A_organic,0.90275615,0.02995807,18
bn_0380,1,1,A_organic,0.8411001,0.021746695,6
bn_0381,1,1,A_organic,0.88386637,0.06661743,5
bn_0382,0,1,A_organic,0.8439793,0.04147333,18
bn_0383,0,1,A_organic,0.7860414,0.06154442,12
bn_0384,0,1,A_organic,0.92649287,0.04456812,12
bn_0387,0,1,A_organic,0.7975862,0.07675815,12
bn_0389,0,1,A_organic,0.7519287,0.10759354,7
bn_0390,1,1,A_organic,0.9697392,0.017833948,7
bn_0391,0,1,A_organic,0.6696521,0.15101635,10
bn_0392,0,1,A_organic,0.75330627,0.07641733,20
bn_0393,0,1,A_organic,0.7962214,0.06358278,17
bn_0394,0,1,A_organic,0.76723737,0.045581758,11
bn_0395,0,1,A_organic,0.7937434,0.03162414,24
bn_0396,0,1,A_organic,0.76893634,0.07681608,6
bn_0397,0,1,A_organic,0.7020032,0.10353112,22
bn_0398,1,1,A_organic,0.7771962,0.033450782,5
bn_0399,0,1,A_organic,0.7076065,0.15722632,17
bn_0401,0,1,A_organic,0.7778948,0.08285642,9
bn_0402,0,1,A_organic,0.74413294,0.054908216,7
bn_0403,0,1,A_organic,0.74386084,0.06982541,6
bn_0404,0,1,A_organic,0.7689565,0.07994515,9
bn_0405,0,1,A_organic,0.7259582,0.09353089,9
bn_0406,0,1,A_organic,0.81071615,0.018166661,25
bn_0407,0,1,A_organic,0.77191955,0.04521805,4
bn_0408,0,1,A_organic,0.8153274,0.08211577,5
bn_0409,0,1,A_organic,0.7501083,0.09718984,15
bn_0410,0,1,A_organic,0.77656657,0.07209998,35
bn_0411,0,1,A_organic,0.76664627,0.046798706,8
bn_0412,0,1,A_organic,0.81488055,0.0717057,11
bn_0413,0,1,A_organic,0.7557471,0.09765333,25
bn_0414,0,1,A_organic,0.67953223,0.1517247,8
bn_0415,0,1,A_organic,0.8749242,0.019095898,21
bn_0416,0,1,A_organic,0.6983934,0.12277669,3
bn_0417,0,1,A_organic,0.70045257,0.12424576,24
bn_0418,1,1,A_organic,0.9072563,0.011778474,12
bn_0419,0,1,A_organic,0.7782087,0.067065954,19
bn_0420,0,1,A_organic,0.9114977,0.064756155,13
bn_0421,1,1,A_organic,0.8924494,0.046361864,6
bn_0422,0,1,A_organic,0.71991926,0.08014816,9
bn_0423,0,1,A_organic,0.79307973,0.037239254,13
bn_0424,0,1,A_organic,0.8067661,0.028541148,10
bn_0425,0,1,A_organic,0.83656263,0.026043832,13
bn_0426,0,1,A_organic,0.72598207,0.08342892,18
bn_0427,0,1,A_organic,0.81152123,0.05901456,21
bn_0428,0,1,A_organic,0.7561978,0.050436854,23
bn_0429,0,1,A_organic,0.84046,0.060988903,15
bn_0430,0,1,A_organic,0.71706194,0.049352407,20
bn_0431,0,1,A_organic,0.8284892,0.07768285,6
bn_0432,0,1,A_organic,0.81618136,0.0483703,13
bn_0433,1,1,A_organic,0.8715225,0.05398935,24
bn_0434,0,1,A_organic,0.81045884,0.046789348,8
bn_0435,0,1,A_organic,0.73252195,0.0946818,7
bn_0436,0,1,A_organic,0.8112748,0.06534535,15
bn_0437,0,1,A_organic,0.6467004,0.15666872,5
bn_0438,0,1,A_organic,0.8248213,0.09806526,17
bn_0439,0,1,A_organic,0.66060233,0.1401732,10
bn_0440,0,1,A_organic,0.8069112,0.042929888,22
bn_0441,0,1,A_organic,0.7928173,0.071442485,6
bn_0442,0,1,A_organic,0.8106544,0.03204024,11
bn_0443,0,1,A_organic,0.7489985,0.06034845,6
bn_0444,0,1,A_organic,0.7174849,0.092585504,16
bn_0445,0,1,A_organic,0.77716255,0.073161006,16
bn_0446,0,1,A_organic,0.72539616,0.13616085,16
bn_0447,0,1,A_organic,0.7616614,0.08105177,8
bn_0448,0,1,A_organic,0.70532995,0.13725269,7
bn_0449,0,1,A_organic,0.7658312,0.06838131,36
bn_0450,0,1,A_organic,0.802686,0.015600324,11
bn_0451,0,1,A_organic,0.76677614,0.10242492,34
bn_0452,0,1,A_organic,0.8302321,0.02956742,16
bn_0453,0,1,A_organic,0.83103365,0.021764338,26
bn_0454,0,1,A_organic,0.7419633,0.028581977,10
bn_0455,0,1,A_organic,0.84299207,0.0448758,20
bn_0456,0,1,A_organic,0.75043845,0.09845555,23
bn_0457,0,1,A_organic,0.8318135,0.06700051,52
bn_0458,0,1,A_organic,0.74234456,0.12101239,18
bn_0459,0,1,A_organic,0.7207957,0.085868955,13
bn_0460,0,1,A_organic,0.6715231,0.10125756,5
bn_0461,0,1,A_organic,0.69363683,0.14290035,7
bn_0462,0,1,A_organic,0.77579796,0.07445794,20
bn_0463,0,1,A_organic,0.78279257,0.015625,6
bn_0464,0,1,A_organic,0.7005603,0.104868054,10
bn_0465,0,1,A_organic,0.7114167,0.10167283,10
bn_0466,1,1,A_organic,0.8780636,0.023686469,9
bn_0467,0,1,A_organic,0.72141516,0.10479796,15
bn_0468,1,1,A_organic,0.86175686,0.0023542643,14
bn_0469,0,1,A_organic,0.6433511,0.15101326,21
bn_0470,0,1,A_organic,0.7740897,0.096869886,10
bn_0471,0,1,A_organic,0.84544146,0.052920878,8
bn_0472,0,1,A_organic,0.77505016,0.1022048,12
bn_0473,0,1,A_organic,0.811477,0.0922429,26
bn_0474,0,1,A_organic,0.7243455,0.09862834,9
bn_0475,0,1,A_organic,0.8361674,0.021977723,7
bn_0476,0,1,A_organic,0.9083066,0.019304276,17
bn_0477,0,1,A_organic,0.6966444,0.124290705,14
bn_0478,0,1,A_organic,0.69824064,0.16960877,10
bn_0479,0,1,A_organic,0.8530669,0.009188294,11
bn_0480,0,1,A_organic,0.71079046,0.09237689,5
bn_0481,0,1,A_organic,0.8565773,0.047321975,29
bn_0482,1,1,A_organic,0.82133216,0.015904307,8
bn_0483,0,1,A_organic,0.7737118,0.08871138,29
bn_0484,0,1,A_organic,0.75060385,0.09410858,23
bn_0485,0,1,A_organic,0.7159121,0.07816625,7
bn_0486,0,1,A_organic,0.8055375,0.04886532,15
bn_0487,0,1,A_organic,0.6835314,0.14854592,24
bn_0488,0,1,A_organic,0.81965864,0.029945254,28
bn_0489,0,1,A_organic,0.6784954,0.12598258,12
bn_0490,0,1,A_organic,0.82813746,0.009525299,14
bn_0491,0,1,A_organic,0.6766038,0.12613398,15
bn_0492,0,1,A_organic,0.7037816,0.1268956,8
