review_id,cluster_k2,Sentiment,region,dist_to_own_centroid,margin,n_words
bn_2263,1,2,B_uniform,0.6403153,0.040869236,7
bn_2264,1,2,B_uniform,0.71675366,0.07473689,9
bn_2265,1,2,B_uniform,0.6161114,0.053902984,9
bn_2266,1,2,B_uniform,0.7683126,0.012833536,6
bn_2267,1,2,B_uniform,0.6304653,0.056931376,6
bn_2268,0,2,B_uniform,0.6857826,0.05619085,7
bn_2269,0,2,B_uniform,0.68900055,0.07369304,8
bn_2270,1,2,B_uniform,0.6367987,0.09568542,8
bn_2271,1,2,B_uniform,0.62466455,0.08920926,9
bn_2272,1,2,B_uniform,0.57046056,0.06443834,7
bn_2273,1,2,B_uniform,0.6200657,0.054959834,8
bn_2275,0,2,B_uniform,0.7816379,0.060727656,8
bn_2276,0,2,B_uniform,0.6914489,0.05505073,8
bn_2277,1,2,B_uniform,0.6702974,0.04846084,6
bn_2278,1,2,B_uniform,0.68160176,0.10299033,7
bn_2279,1,2,B_uniform,0.6501109,0.083818555,8
bn_2280,1,2,B_uniform,0.75166893,0.06608415,8
bn_2281,1,2,B_uniform,0.6881306,0.07086468,7
bn_2282,0,2,B_uniform,0.77290595,0.02327776,4
bn_2283,0,2,B_uniform,0.7665984,0.0699079,4
bn_2284,0,2,B_uniform,0.7119653,0.05365908,9
bn_2286,0,2,B_uniform,0.7800368,0.061980367,6
bn_2287,1,2,B_uniform,0.6604665,0.05426836,8
bn_2288,1,2,B_uniform,0.6348049,0.09295064,8
bn_2289,0,2,B_uniform,0.6750412,0.08204222,5
bn_2290,1,2,B_uniform,0.62127995,0.033492386,6
bn_2291,1,2,B_uniform,0.6525503,0.050822318,7
bn_2292,1,2,B_uniform,0.65292287,0.089194834,7
bn_2293,1,2,B_uniform,0.6614795,0.06400663,5
bn_2294,1,2,B_uniform,0.69287217,0.114256024,6
bn_2296,1,2,B_uniform,0.6950455,0.08563882,6
bn_2298,1,2,B_uniform,0.6799275,0.09380478,4
bn_2300,1,2,B_uniform,0.5707713,0.08861601,8
bn_2302,1,2,B_uniform,0.7301987,0.019051611,6
bn_2304,1,2,B_uniform,0.6660677,0.033335507,6
bn_2306,1,2,B_uniform,0.6736242,0.0948931,5
bn_2308,0,2,B_uniform,0.69837725,0.06087631,6
