word,count_c0,count_c1,log_odds_delta,z
এটি,3,10,-1.1038586505891708,-1.7376796550725468
সাদামাটা,1,7,-1.7758241516436488,-1.7769911154505116
"স্থির,",1,7,-1.7758241516436488,-1.7769911154505116
আনন্দ,1,7,-1.7758241516436488,-1.7769911154505116
হওয়ার,1,7,-1.7758241516436488,-1.7769911154505116
পরিবারের,1,7,-1.7758241516436488,-1.7769911154505116
এফেক্টস,4,12,-1.005533217742669,-1.7997065724675825
স্পষ্ট,4,12,-1.005533217742669,-1.7997065724675825
অভিজ্ঞতা,7,17,-0.8068183323981124,-1.8478384228002782
ভালো।,2,9,-1.3806836436772398,-1.8487670202880078
একটানা,2,9,-1.3806836436772398,-1.8487670202880078
একটু,21,37,-0.5022786374179873,-1.8816717127630065
ছুঁয়ে,3,11,-1.1924447235715911,-1.9025619224825654
সাধারণ,23,40,-0.4899286423410967,-1.9159985944777882
সিনেমাটোগ্রাফি,1,8,-1.891615756995158,-1.92420549749331
গেল।,1,8,-1.891615756995158,-1.92420549749331
এটা,1,8,-1.891615756995158,-1.92420549749331
পরিবার,1,8,-1.891615756995158,-1.92420549749331
জুড়ে,1,8,-1.891615756995158,-1.92420549749331
গ্রেডিং,1,8,-1.891615756995158,-1.92420549749331
ছিল,110,147,-0.23904666277720388,-1.9362060261493328
প্রথমার্ধ,4,13,-1.0804156449888644,-1.9567157898170988
কালার,4,13,-1.0804156449888644,-1.9567157898170988
অনুভূতি,7,18,-0.8608654119714796,-1.9900559840916447
চোখে,23,41,-0.5135764377577008,-2.0180520539843068
এক,4,14,-1.1494584770217964,-2.1039564617530644
একই,4,14,-1.1494584770217964,-2.1039564617530644
শুরু,15,31,-0.6542806835430461,-2.133699413046879
দেখলে,2,11,-1.5624442340337916,-2.146253344784332
ভিজ্যুয়াল,1,10,-2.080382888430247,-2.1763179589358645
মুভি,0,17,-3.8670493560585477,-2.2603365472729777
আলাদা,19,38,-0.6233170204049152,-2.274322244107842
কোথাও,2,12,-1.6402249281732875,-2.277567459244453
দৈর্ঘ্য,1,11,-2.1589977656544708,-2.286631903118699
রিদম,1,11,-2.1589977656544708,-2.286631903118699
নয়।,5,17,-1.1226685024570138,-2.288041249164596
না,55,86,-0.389229740536301,-2.3046389495486097
ক্যামেরা,1,12,-2.229614949258109,-2.388899558559369
নিরপেক্ষ,1,12,-2.229614949258109,-2.388899558559369
অনেক,26,49,-0.567019466220982,-2.3939309728905225
মাঝারি,3,15,-1.4768124152983342,-2.454924108858991
লোকেশন,3,15,-1.4768124152983342,-2.454924108858991
বেশি,47,78,-0.4462025488849486,-2.4716970197183312
ভালো,82,123,-0.3501488191950006,-2.50991257532597
নিয়ে,2,14,-1.7762837230331314,-2.5136952948744002
মানের,2,14,-1.7762837230331314,-2.5136952948744002
শেষ,44,75,-0.4717600971319893,-2.54183813388646
ডিজাইন,15,35,-0.769719510748871,-2.5634433797008733
"ছিল,",100,147,-0.33121091729911,-2.61077648139603
দেখতে,18,40,-0.7236352472665706,-2.618169240723111
দেখা,18,40,-0.7236352472665706,-2.618169240723111
লাইটিং,7,23,-1.0911350263416049,-2.6183167291212825
সিনেমায়,0,23,-3.8675126584302326,-2.6294480398953435
হলো,1,15,-2.4052369888133738,-2.658990817136044
—,6,22,-1.193052206191818,-2.6919995960815255
ছবি,1,16,-2.454449706129904,-2.739500633992186
সময়,10,29,-0.9745868500338108,-2.7439100652631514
হয়নি।,19,43,-0.741091113705795,-2.7634284552423938
শেষে,5,21,-1.3182351993434125,-2.765759261232333
সেট,10,30,-1.006439803625053,-2.8481515166611233
এমন,9,29,-1.0732415574122705,-2.9119460967228967
বাংলা,2,19,-2.0382086781368134,-2.995747502671685
মুভিটা,0,30,-3.8680534608960233,-3.0034612049330542
সিনেমা।,4,22,-1.5631322921530861,-3.036597235030759
কাজ,13,37,-0.957374088754043,-3.0644886720942193
ক্যামেরার,3,22,-1.8173570969901123,-3.167862795484552
না।,153,229,-0.3505752440179144,-3.4310640355081206
ছবির,1,29,-2.869250207463419,-3.5508193070074836
টোন,5,30,-1.641373301568974,-3.603671627305333
সিনেমাটা,1,32,-2.9304827380486813,-3.700672391893689
সিনেমাটি,1,34,-2.9670628651902202,-3.795721811552741
পর,4,32,-1.8932273414541783,-3.8516896943358447
একটি,9,41,-1.393784527783386,-3.9653569763391214
আবহ,3,35,-2.208517512260646,-4.083084024407049
এই,2,36,-2.543605728803567,-4.0886484068092654
একটা,14,55,-1.258700450395172,-4.379589722872952
পুরো,35,94,-0.9054667310129032,-4.712943802701611
মুভির,2,54,-2.8254113884129923,-4.8758281627816045
দেখে,15,68,-1.3909321728189044,-5.105535558659232
সিনেমায়,3,79,-2.811007007316012,-5.912734329623574
সিনেমা,10,192,-2.6020179500413976,-9.450102808157034
সিনেমার,76,772,-2.1479906658238987,-19.628692174140102
