word,count_c0,count_c1,log_odds_delta,z
ই,9,6,-0.3830774814935003,-0.7447549380737597
ভাবে,7,5,-0.4488134559871204,-0.7849467424124408
টুইস্ট,7,5,-0.4488134559871204,-0.7849467424124408
মানুষের,16,10,-0.3217693380067912,-0.8183998804678035
বেশি,16,10,-0.3217693380067912,-0.8183998804678035
হবে।,5,4,-0.5569411636423363,-0.8496370122530126
"অভিনয়,",5,4,-0.5569411636423363,-0.8496370122530126
চাই,5,4,-0.5569411636423363,-0.8496370122530126
করলে,5,4,-0.5569411636423363,-0.8496370122530126
বানানো,5,4,-0.5569411636423363,-0.8496370122530126
হয়,37,21,-0.23040800092921643,-0.865621545851112
করা,25,15,-0.28309435500982705,-0.8891162638783162
কাহিনি,19,12,-0.33182549037433695,-0.922564799033766
দরকার,8,6,-0.49543103621898155,-0.9391307713474093
কোথায়,3,3,-0.7701495726932084,-0.9647549437355531
এগুলো,3,3,-0.7701495726932084,-0.9647549437355531
বাকি,3,3,-0.7701495726932084,-0.9647549437355531
সাধারণ,3,3,-0.7701495726932084,-0.9647549437355531
টার,3,3,-0.7701495726932084,-0.9647549437355531
বলব,3,3,-0.7701495726932084,-0.9647549437355531
থাকলে,3,3,-0.7701495726932084,-0.9647549437355531
হাসির,3,3,-0.7701495726932084,-0.9647549437355531
কম,3,3,-0.7701495726932084,-0.9647549437355531
বাপ্পারাজ,3,3,-0.7701495726932084,-0.9647549437355531
দেয়,3,3,-0.7701495726932084,-0.9647549437355531
মিনিট,3,3,-0.7701495726932084,-0.9647549437355531
দিবে,3,3,-0.7701495726932084,-0.9647549437355531
অভিনয়টা,3,3,-0.7701495726932084,-0.9647549437355531
ফুটিয়ে,3,3,-0.7701495726932084,-0.9647549437355531
শিল্পী,3,3,-0.7701495726932084,-0.9647549437355531
আলমের,3,3,-0.7701495726932084,-0.9647549437355531
ছিঃ,3,3,-0.7701495726932084,-0.9647549437355531
বলতে,13,9,-0.41920792243757266,-0.9902547552701199
ফুটে,6,5,-0.5960060142520662,-1.0070877141206351
তৈরি,6,5,-0.5960060142520662,-1.0070877141206351
ছাড়া,6,5,-0.5960060142520662,-1.0070877141206351
কপি,6,5,-0.5960060142520662,-1.0070877141206351
মানের,6,5,-0.5960060142520662,-1.0070877141206351
এক,45,26,-0.2475387225552268,-1.0312015412237434
ছিল,31,19,-0.30350998446581023,-1.0682772977109427
কিভাবে,9,7,-0.5302180636702802,-1.07685760644731
কোনো,29,18,-0.31549999352276803,-1.0781146724763309
গেলো,4,4,-0.7702279204869544,-1.1141163811570678
চলচিত্র,4,4,-0.7702279204869544,-1.1141163811570678
কখনোই,4,4,-0.7702279204869544,-1.1141163811570678
আপনার,4,4,-0.7702279204869544,-1.1141163811570678
"কাহিনী,",4,4,-0.7702279204869544,-1.1141163811570678
নয়,4,4,-0.7702279204869544,-1.1141163811570678
বড়,4,4,-0.7702279204869544,-1.1141163811570678
কেউ,21,14,-0.3834534868303887,-1.1387485889916769
কথা,21,14,-0.3834534868303887,-1.1387485889916769
দুই,7,6,-0.6229961117276828,-1.145634535450389
গল্পটা,7,6,-0.6229961117276828,-1.145634535450389
ভাই,32,20,-0.32217692660370556,-1.158858291260008
হবে,33,21,-0.3393992043424827,-1.2463726742243215
একটু,8,7,-0.6427754299416994,-1.2705377606329833
বাস্তবে,2,3,-1.157331055365221,-1.2990436596409842
বেক্কল,2,3,-1.157331055365221,-1.2990436596409842
অভিনয়।,2,3,-1.157331055365221,-1.2990436596409842
ডিরেক্টর,2,3,-1.157331055365221,-1.2990436596409842
পরিবর্তন,2,3,-1.157331055365221,-1.2990436596409842
মজার,2,3,-1.157331055365221,-1.2990436596409842
নামের,2,3,-1.157331055365221,-1.2990436596409842
ভালো।,2,3,-1.157331055365221,-1.2990436596409842
অভিনয়ের,2,3,-1.157331055365221,-1.2990436596409842
বাবার,2,3,-1.157331055365221,-1.2990436596409842
সুন্দরী,2,3,-1.157331055365221,-1.2990436596409842
দিয়েছে,2,3,-1.157331055365221,-1.2990436596409842
পড়ে,2,3,-1.157331055365221,-1.2990436596409842
সিনামা,2,3,-1.157331055365221,-1.2990436596409842
বাপরে,2,3,-1.157331055365221,-1.2990436596409842
ব্যবহার,2,3,-1.157331055365221,-1.2990436596409842
মোটামুটি,2,3,-1.157331055365221,-1.2990436596409842
তাকে,2,3,-1.157331055365221,-1.2990436596409842
",",16,12,-0.495775884976303,-1.3290559302753187
দিতে,6,6,-0.7703846662490283,-1.3647860091593038
কান্না,14,11,-0.5401607236309935,-1.372091936032257
না।,54,33,-0.3012600210796528,-1.3982603395043676
পাগল,3,4,-1.0451186974800164,-1.400855956107894
বোঝা,3,4,-1.0451186974800164,-1.400855956107894
বলা,3,4,-1.0451186974800164,-1.400855956107894
দেখবেন,3,4,-1.0451186974800164,-1.400855956107894
মাধ্যমে,3,4,-1.0451186974800164,-1.400855956107894
নকল,3,4,-1.0451186974800164,-1.400855956107894
বুঝি,3,4,-1.0451186974800164,-1.400855956107894
বানায়,3,4,-1.0451186974800164,-1.400855956107894
ও,77,45,-0.25906424789844085,-1.4166261353571081
ভালো,206,109,-0.16574142558781624,-1.4377148638727932
অভিনয়,42,27,-0.3493443501837925,-1.4516413429982333
শাবনূর,7,7,-0.770463064228549,-1.4742873875390277
বলার,10,9,-0.6698521623932674,-1.4913231411937362
করেছে,10,9,-0.6698521623932674,-1.4913231411937362
সাউন্ড,0,5,-4.562507585711175,-1.5325026518678189
ফ্লপ,0,5,-4.562507585711175,-1.5325026518678189
মাঝে,8,8,-0.7705414789478588,-1.5762399197306687
শুরু,5,6,-0.944684936639776,-1.5962600555275368
চরিত্র,5,6,-0.944684936639776,-1.5962600555275368
এখানে,5,6,-0.944684936639776,-1.5962600555275368
সবই,2,4,-1.4305958239256285,-1.6986813809469419
বাপ্পি,2,4,-1.4305958239256285,-1.6986813809469419
বাপ্পা,2,4,-1.4305958239256285,-1.6986813809469419
আলম,2,4,-1.4305958239256285,-1.6986813809469419
নায়িকার,2,4,-1.4305958239256285,-1.6986813809469419
ডায়লগ,2,4,-1.4305958239256285,-1.6986813809469419
ছিলো।,2,4,-1.4305958239256285,-1.6986813809469419
চেষ্টা,2,4,-1.4305958239256285,-1.6986813809469419
অভিনেত্রী,2,4,-1.4305958239256285,-1.6986813809469419
বুঝে,2,4,-1.4305958239256285,-1.6986813809469419
একমাত্র,2,4,-1.4305958239256285,-1.6986813809469419
ছেলে,2,4,-1.4305958239256285,-1.6986813809469419
করার,10,10,-0.7706983586282616,-1.7626486010218285
কথায়,10,10,-0.7706983586282616,-1.7626486010218285
বুঝতে,10,10,-0.7706983586282616,-1.7626486010218285
সাকিব,3,5,-1.2577995136622926,-1.766663210783767
এদের,3,5,-1.2577995136622926,-1.766663210783767
পারছি,3,5,-1.2577995136622926,-1.766663210783767
যেতে,3,5,-1.2577995136622926,-1.766663210783767
নয়,3,5,-1.2577995136622926,-1.766663210783767
অনবদ্য।,3,5,-1.2577995136622926,-1.766663210783767
খানের,3,5,-1.2577995136622926,-1.766663210783767
রিয়াজ,3,5,-1.2577995136622926,-1.766663210783767
নেই।,3,5,-1.2577995136622926,-1.766663210783767
পারে,13,12,-0.6942840392749057,-1.7740089323410435
তেমন,13,12,-0.6942840392749057,-1.7740089323410435
কোন,36,26,-0.4604965850582534,-1.8321651376573158
আর,150,86,-0.2421060606573464,-1.8370581699900181
দিক,4,6,-1.1576289885377928,-1.837598094993628
মানে,4,6,-1.1576289885377928,-1.837598094993628
অনবদ্য,8,9,-0.8832590082525584,-1.8594787032226563
অন্য,8,9,-0.8832590082525584,-1.8594787032226563
ঠিক,9,10,-0.8714661062861904,-1.9401856768323515
দক্ষ,1,4,-2.0759609839636726,-1.944692898849512
জাস্ট,1,4,-2.0759609839636726,-1.944692898849512
এক্টিং,1,4,-2.0759609839636726,-1.944692898849512
আটকাতে,1,4,-2.0759609839636726,-1.944692898849512
সংলাপ,1,4,-2.0759609839636726,-1.944692898849512
ব্যাথা,1,4,-2.0759609839636726,-1.944692898849512
এগুলা,6,8,-1.0454951075336547,-1.981823008649868
কেন,10,11,-0.8619396604887433,-2.017913002430098
পরিচালনা,2,5,-1.6409159051733733,-2.0253893698464385
গুলা,2,5,-1.6409159051733733,-2.0253893698464385
রে,2,5,-1.6409159051733733,-2.0253893698464385
অথচ,2,5,-1.6409159051733733,-2.0253893698464385
গেছে,7,9,-1.010864909526095,-2.0530374981542963
হাস্যকর,0,9,-4.563072553669328,-2.0563226627583218
করে,71,47,-0.37825008825816564,-2.0611964748476357
পুরাই,3,6,-1.430815408943431,-2.080770642080769
হিসেবে,3,6,-1.430815408943431,-2.080770642080769
তো,25,21,-0.6046847948097174,-2.0901082627712984
নেই,20,18,-0.6704958754382657,-2.1110761617823495
শেষ,28,23,-0.5834243591816275,-2.121389679029043
সে,8,10,-0.9840479786840977,-2.1230263117504937
এইটা,4,7,-1.3043636365841298,-2.1358853330414314
মাথা,4,7,-1.3043636365841298,-2.1358853330414314
অনন্ত,0,10,-4.563213846598277,-2.1676215232606446
জলিল,0,10,-4.563213846598277,-2.1676215232606446
করতে,21,19,-0.6756175976135825,-2.1827332221867946
বলে,9,11,-0.9626657830883811,-2.191611630592329
হিরো,5,8,-1.2192818271813834,-2.192855443912393
পরিচালক,16,16,-0.771169400007687,-2.2309564178157664
চবি,3,7,-1.576345624195782,-2.3555748506138223
ছুয়ে,3,7,-1.576345624195782,-2.3555748506138223
মেয়ে,1,6,-2.439297252924554,-2.411433337144028
এতো,20,20,-0.7714837633253255,-2.495301885283478
হতো,2,7,-1.953988305877159,-2.5401986901688085
শেষটা,2,7,-1.953988305877159,-2.5401986901688085
শাকিব,7,11,-1.2024363537472897,-2.5494034525109446
অভিনয়ের,1,7,-2.5733838706994527,-2.595061526490736
নায়িকা,1,7,-2.5733838706994527,-2.595061526490736
আছে,28,26,-0.7009937900487637,-2.632722092148776
বুঝলাম,4,9,-1.542339234036012,-2.6447475283830943
বাবা,4,9,-1.542339234036012,-2.6447475283830943
ফালতু,23,23,-0.7717197123286192,-2.6767315527055593
ছাড়া,2,8,-2.076463058027824,-2.750876214593569
নায়ক,1,8,-2.687364274843155,-2.7573447824982935
লাগছে,7,12,-1.2853025504844533,-2.7730264548393655
নাকি,7,12,-1.2853025504844533,-2.7730264548393655
অভিনেতা,7,12,-1.2853025504844533,-2.7730264548393655
করছে,3,9,-1.811630347414221,-2.8191224561926425
কাহিনী,17,20,-0.926992915526907,-2.874982862872687
কাজ,5,11,-1.521385451296097,-2.9053680570201976
লাগে,30,29,-0.7397232894930426,-2.9053910919626516
বাজে,29,29,-0.772192064891092,-3.0075000275217567
নায়িকা,4,11,-1.7308117920333057,-3.068181972157581
নাই,18,22,-0.9636558632698424,-3.102594561958424
এর,53,45,-0.6165691806327214,-3.111966534956019
পারলাম,7,14,-1.4316945350004806,-3.180382557701912
কিছুই,9,16,-1.3202685186802867,-3.252802874314449
খান,5,13,-1.678601845881099,-3.2970669091630698
জয়া,3,13,-2.149846211937189,-3.5266722800360144
নায়ক,16,24,-1.1594201675110778,-3.6808827564117172
হাসি,4,19,-2.2334611865190723,-4.283107867509083
হাসতে,8,24,-1.8134377735904188,-4.608200617698344
কি,89,85,-0.732421501671852,-4.93966091460068
না,144,120,-0.6036734947348252,-4.9971729953651645
অভিনয়,71,87,-0.9720054373278062,-6.218981714487131
