word,count_c0,count_c1,log_odds_delta,z
গান,23,6,0.49736662901968565,1.1345064981736195
দারুন,20,5,0.5361812621303148,1.1231259871197814
অসাধারণ।,14,3,0.6757387819171692,1.1196083850435192
বিশেষ,14,3,0.6757387819171692,1.1196083850435192
আসলে,14,3,0.6757387819171692,1.1196083850435192
জল,14,3,0.6757387819171692,1.1196083850435192
পরে,17,4,0.5912701844085326,1.11703333962586
আগ্রহ,6,0,3.0223495142865238,1.1120720978145977
দৃশ্য,6,0,3.0223495142865238,1.1120720978145977
সিনেমাটি,6,0,3.0223495142865238,1.1120720978145977
গিয়ে,6,0,3.0223495142865238,1.1120720978145977
ফিরে,6,0,3.0223495142865238,1.1120720978145977
যিনি,6,0,3.0223495142865238,1.1120720978145977
"অসাধারণ,",7,1,1.0329278922037917,1.0416290640574584
অনেকদিন,7,1,1.0329278922037917,1.0416290640574584
দের,7,1,1.0329278922037917,1.0416290640574584
রাখা,7,1,1.0329278922037917,1.0416290640574584
পরিবারের,7,1,1.0329278922037917,1.0416290640574584
জঘন্য,7,1,1.0329278922037917,1.0416290640574584
দিনের,7,1,1.0329278922037917,1.0416290640574584
ইচ্ছে,7,1,1.0329278922037917,1.0416290640574584
